idptar;Departement;X;Y;Annonce Sonore Prochain Passage;Annonce Visuelle Prochain Passage;Annonce Sonore Situations Perturbees;Annonce Visuelle Situations Perturbees;coord;IDAMIVIF;nomptar;CodeINSEE;UFR;PAQT;Tel;Date de mise en accessibilite;Accessibilite Quai Train;STIF
2532;;615533;2426958;1;1;1;1;48.8407951048, 2.54800262639;IDAMIVIF;Noisy-le-Grand (Mont d'Est);93051;1;1;;;4;1001110010001
2771311;;578342;2437256;1;1;1;1;48.9331642217, 2.04108350764;IDAMIVIF;Achères Grand Cormier;78498;1;1;;;4;1001110010001
48434;;581106;2446273;1;1;1;1;49.0142832167, 2.07837982229;IDAMIVIF;Neuville-Université;95450;1;1;;;1;1001102000001
2222;;600759;2429237;1;1;1;1;48.8614636698, 2.34684412827;IDAMIVIF;Châtelet-Les Halles;75101;1;1;;;4;1001110010001
1680;;612576;2419191;1;1;1;1;48.7710514922, 2.50751126501;IDAMIVIF;Sucy Bonneuil;94071;1;1;;;4;1001110010001
48430;;576282;2450136;1;1;1;1;49.0488353245, 2.01225841561;IDAMIVIF;Cergy-Le-Haut;95127;1;1;;;1;1001102000001
2158;;581038;2441373;1;1;1;1;48.9702479985, 2.07767192171;IDAMIVIF;Achères-Ville;78005;1;1;;;1;1001102000001
2307;;617754;2427172;1;1;1;1;48.8426610663, 2.57825244785;IDAMIVIF;Noisy-Champs;93051;1;1;;;4;1001110010001
2511;;607125;2427668;1;1;1;1;48.8473238304, 2.43353159354;IDAMIVIF;Vincennes;94080;1;1;;;4;1001110010001
2102;;599501;2430477;1;1;1;1;48.8726081392, 2.32970681311;IDAMIVIF;Auber;75109;1;1;;;4;1001110010001
1662798;;596133;2436897;1;1;1;1;48.9302935821, 2.28376062986;IDAMIVIF;Asnières-Gennevilliers Les Courtilles;92004;0;0;;;0;1001100130001
2462;;601443;2436855;1;1;1;1;48.9299266245, 2.35618614586;IDAMIVIF;Saint-Denis - Porte de Paris;93066;0;0;;;0;1001100130001
2268;;597719;2433968;1;1;1;1;48.9039784414, 2.30540903178;IDAMIVIF;Mairie de Clichy;92024;0;0;;;0;1001100130001
1741;;598320;2432901;1;1;1;1;48.8943910919, 2.31360657277;IDAMIVIF;Porte de Clichy;75117;0;0;;;0;1001100130001
1166840;;599174;2430806;1;1;1;1;48.875564597, 2.3252509807;IDAMIVIF;Saint-Lazare;75108;1;0;;;1;1001100140001
1662796;;596294;2436076;1;1;1;1;48.9229162908, 2.28596389324;IDAMIVIF;Les Agnettes;92004;0;0;;;0;1001100130001
1947;;596907;2435370;1;1;1;1;48.9165747952, 2.29432896135;IDAMIVIF;Gabriel-Péri;92004;0;0;;;0;1001100130001
2214;;599663;2434235;1;1;1;1;48.9063821235, 2.33191047013;IDAMIVIF;Garibaldi;93070;0;0;;;0;1001100130001
2536;;599209;2432127;1;1;1;1;48.8874368018, 2.32572521868;IDAMIVIF;La Fourche;75117;0;0;;;0;1001100130001
2253;;598534;2427627;1;1;1;1;48.8469924601, 2.31654234144;IDAMIVIF;Duroc;75107;0;0;;;0;1001100130001
1166826;;602910;2425718;1;1;1;1;48.8298306545, 2.37612000601;IDAMIVIF;Bibliothèque-François Mitterrand;75113;1;0;;;1;1001100140001
2090;;600491;2431810;1;1;1;1;48.8845882633, 2.34319624903;IDAMIVIF;Funiculaire Gare basse;75118;1;0;;;1;1001101000001
1166832;;602688;2427367;1;1;1;1;48.8446521102, 2.37310814421;IDAMIVIF;Gare de Lyon;75112;1;0;;;1;1001100140001
2013;;603283;2431022;1;1;1;1;48.8774983378, 2.38123808849;IDAMIVIF;Buttes-Chaumont;75119;0;0;;;0;1001101070001
2132;;603283;2431022;1;1;1;1;48.8774983378, 2.38123808849;IDAMIVIF;Buttes-Chaumont;75119;0;0;;;0;1001101070001
1166841;;599174;2430806;1;1;1;1;48.875564597, 2.3252509807;IDAMIVIF;Saint-Lazare;75108;1;0;;;1;1001100140001
1166825;;602243;2425397;1;1;1;1;48.8269482412, 2.36703843005;IDAMIVIF;Olympiades;75113;1;0;;;1;1001100140001
6129304;;599846;2429810;1;1;1;1;48.8666137899, 2.33440752762;IDAMIVIF;Pyramides;75102;1;0;;;1;1001100140001
6129305;;599846;2429810;1;1;1;1;48.8666137899, 2.33440752762;IDAMIVIF;Pyramides;75102;1;0;;;1;1001100140001
1166838;;599094;2430140;1;1;1;1;48.8695789298, 2.32416248546;IDAMIVIF;Madeleine;75108;1;0;;;1;1001100140001
1776;;592676;2412139;1;1;1;1;48.7077458422, 2.23703952979;IDAMIVIF;Palaiseau Villebon;91477;1;1;;;4;1001110020001
1941;;597098;2416161;1;1;1;1;48.7439325227, 2.29706733128;IDAMIVIF;Fontaine-Michalon;92002;1;1;;;4;1001110020001
2011;;587228;2410812;1;1;1;1;48.6957326095, 2.16308967182;IDAMIVIF;Bures-sur-Yvette;91122;1;1;;;4;1001110020001
2078;;585327;2411116;1;1;1;1;48.6984244547, 2.13726749699;IDAMIVIF;Gif-sur-Yvette;91272;1;1;;;4;1001110020001
1924;;589305;2411824;1;1;1;1;48.7048670134, 2.19126558338;IDAMIVIF;Le Guichet;91471;1;1;;;4;1001110020001
1988;;582517;2411384;1;1;1;1;48.7007629772, 2.09910052373;IDAMIVIF;Courcelle-sur-Yvette;91272;1;1;;;4;1001110020001
2166;;600234;2424661;1;1;1;1;48.8203370161, 2.33969097138;IDAMIVIF;Cité Universitaire;75114;1;1;;;4;1001110020001
2097;;599369;2422227;1;1;1;1;48.7984604331, 2.32792174881;IDAMIVIF;Arcueil-Cachan;94016;1;1;;;4;1001110020001
2474;;614531;2437578;1;1;1;1;48.9362622083, 2.53472278012;IDAMIVIF;Sevran Livry;93071;1;1;;;4;1001110010001
2503;;616884;2438474;1;1;1;1;48.944256914, 2.56685574769;IDAMIVIF;Vert-Galant;93078;1;1;;;4;1001110010001
2119;;610282;2437117;1;1;1;1;48.9322011293, 2.47675086789;IDAMIVIF;Blanc-Mesnil;93007;1;1;;;4;1001110010001
2530;;600027;2426836;1;1;1;1;48.8398851252, 2.33687343756;IDAMIVIF;Port Royal;75105;1;1;;;4;1001110020001
2248;;606539;2436943;1;1;1;1;48.9306861891, 2.42569376628;IDAMIVIF;Le Bourget;93013;1;1;;;4;1001110010001
2508;;612887;2440568;1;1;1;1;48.9631675094, 2.51238782453;IDAMIVIF;Villepinte;93078;1;1;;;4;1001110010001
2332;;590800;2411953;1;1;1;1;48.7060497522, 2.21156541289;IDAMIVIF;Lozère;91477;1;1;;;4;1001110020001
2249;;589305;2411824;1;1;1;1;48.7048670134, 2.19126558338;IDAMIVIF;Le Guichet;91471;1;1;;;4;1001110020001
2327;;602099;2431400;1;1;1;1;48.8809003874, 2.36510721493;IDAMIVIF;L1s Blanc;75110;0;0;;;0;1001100070001
2227;;599746;2430505;1;1;1;1;48.8728599486, 2.33304474759;IDAMIVIF;Chaussée d'Antin (La Fayette);75109;0;0;;;0;1001100090001
2457;;600492;2430355;1;1;1;1;48.8715117763, 2.34320837421;IDAMIVIF;Grands Boulevards;75109;0;0;;;0;1001100090001
2447;;600207;2430420;1;1;1;1;48.872096083, 2.33932555252;IDAMIVIF;Richelieu-Drouot;75109;0;0;;;0;1001100090001
2454;;603863;2428210;1;1;1;1;48.8522226724, 2.38911564759;IDAMIVIF;Rue des Boulets;75111;0;0;;;0;1001100090001
2286;;599447;2430568;1;1;1;1;48.8734259358, 2.32897096996;IDAMIVIF;Havre-Caumartin;75109;0;0;;;0;1001100090001
2358;;598464;2430580;1;1;1;1;48.8735320999, 2.31557802153;IDAMIVIF;Miromesnil;75108;0;0;;;0;1001100090001
2291;;596883;2429559;1;1;1;1;48.8643501589, 2.29404526045;IDAMIVIF;Iéna;75116;0;0;;;0;1001100090001
2551;;600491;2431810;1;1;1;1;48.8845882633, 2.34319624903;IDAMIVIF;Funiculaire Gare basse;75118;1;0;;;1;1001101000001
1166829;;603731;2426106;1;1;1;1;48.8333136748, 2.38729970105;IDAMIVIF;Cour Saint-Emilion;75112;1;0;;;1;1001100140001
2434;;604554;2431342;1;1;1;1;48.8803666123, 2.39855961042;IDAMIVIF;Pré-Saint-Gervais;75119;0;0;;;0;1001101070001
1797;;604143;2430992;1;1;1;1;48.877223818, 2.39295580413;IDAMIVIF;Place des Fêtes;75119;0;0;;;0;1001101070001
1878;;585909;2438666;1;1;1;1;48.9460471916, 2.14425167331;IDAMIVIF;Maisons-Laffitte;78358;1;1;;;4;1001110010001
1783;;604745;2429991;1;1;1;1;48.868223402, 2.40114727627;IDAMIVIF;Pelleport;75120;0;0;;;0;1001101030001
2328;;602127;2431436;1;1;1;1;48.8812238387, 2.36548893272;IDAMIVIF;L1s Blanc;75110;0;0;;;0;1001101070001
22794;;602337;2414352;1;1;1;1;48.7276754473, 2.36825867653;IDAMIVIF;Orly-Sud;94054;1;1;;;1;1001102000001
1635;;604151;2431524;1;1;1;1;48.8820049904, 2.39306995598;IDAMIVIF;Danube;75119;0;0;;;0;1001101070001
22789;;597371;2417336;1;1;1;1;48.7544948531, 2.30077014673;IDAMIVIF;Antony;92002;1;1;;;1;1001102000001
1894;;588847;2435833;1;1;1;1;48.9206455546, 2.18441175202;IDAMIVIF;H1lles Carrières-sur-Seine;78311;1;1;;;4;1001110010001
2084;;596959;2430651;1;1;1;1;48.8741647041, 2.2950725596;IDAMIVIF;Charles de Gaulle-Etoile;75117;1;1;;;4;1001110010001
1913;;592698;2432640;1;1;1;1;48.8920056133, 2.23698312048;IDAMIVIF;La Défense (Grande Arche);92062;1;1;;;4;1001110010001
1967;;600759;2429237;1;1;1;1;48.8614636698, 2.34684412827;IDAMIVIF;Châtelet-Les Halles;75101;1;1;;;4;1001110010001
1837;;612999;2428356;1;1;1;1;48.8534156686, 2.51354258498;IDAMIVIF;Neuilly-Plaisance;93049;1;1;;;4;1001110010001
1838;;609929;2426313;1;1;1;1;48.8351087334, 2.47168391283;IDAMIVIF;Nogent-sur-Marne;94052;1;1;;;4;1001110010001
2010;;613956;2427370;1;1;1;1;48.844534026, 2.52654384297;IDAMIVIF;Bry-sur-Marne;94015;1;1;;;4;1001110010001
1956;;602742;2427384;1;1;1;1;48.8448046743, 2.37384356794;IDAMIVIF;Gare de Lyon;75112;1;1;;;4;1001110010001
2024;;612743;2423195;1;1;1;1;48.8070357613, 2.50990166505;IDAMIVIF;Champigny;94068;1;1;;;4;1001110010001
1835;;604425;2427794;1;1;1;1;48.8484803036, 2.39676520624;IDAMIVIF;Nation;75112;1;1;;;4;1001110010001
2461;;601696;2437584;1;1;1;1;48.9364774519, 2.35963974197;IDAMIVIF;Basilique de Saint-Denis;93066;0;0;;;0;1001100130001
140079;;601872;2438656;1;1;1;1;48.9461108318, 2.36204518966;IDAMIVIF;Saint-Denis-Université;93066;0;0;;;0;1001100130001
2366;;598862;2427080;1;1;1;1;48.8420769794, 2.32101044622;IDAMIVIF;Montparnasse-Bienvenue;75114;0;0;;;0;1001100130001
2270;;599797;2434818;1;1;1;1;48.9116216396, 2.33373696151;IDAMIVIF;Mairie de Saint-Ouen;93070;0;0;;;0;1001100130001
1166833;;602688;2427367;1;1;1;1;48.8446521102, 2.37310814421;IDAMIVIF;Gare de Lyon;75112;1;0;;;1;1001100140001
2284;;599339;2432747;1;1;1;1;48.8930090153, 2.32749583616;IDAMIVIF;Guy-Môquet;75118;0;0;;;0;1001100130001
1166834;;600797;2428958;1;1;1;1;48.8589561406, 2.34736125188;IDAMIVIF;Châtelet;75101;1;0;;;1;1001100140001
2359;;598498;2430572;1;1;1;1;48.8734602847, 2.31604128558;IDAMIVIF;Miromesnil;75108;0;0;;;0;1001100130001
1166831;;603151;2426910;1;1;1;1;48.8405427422, 2.37940945979;IDAMIVIF;Bercy;75112;1;0;;;1;1001100140001
2518;;598403;2428673;1;1;1;1;48.8563930284, 2.31475436148;IDAMIVIF;Varenne;75107;0;0;;;0;1001100130001
1880;;597118;2424035;1;1;1;1;48.8147040198, 2.29728472684;IDAMIVIF;Malakoff-Rue Etienne Dolet;92020;0;0;;;0;1001100130001
1920;;600194;2432383;1;1;1;1;48.889738067, 2.33914908334;IDAMIVIF;Lamarck-Caulaincourt;75118;0;0;;;0;1001100120001
1969;;597412;2423543;1;1;1;1;48.8102833227, 2.30128886764;IDAMIVIF;Châtillon Montrouge;92020;0;0;;;0;1001100130001
3901292;;602107;2434267;1;1;1;1;48.9066665471, 2.36523013252;IDAMIVIF;Front Populaire;93001;0;0;;;0;1001100120001
2468;;599280;2430790;1;1;1;1;48.875420937, 2.32669526874;IDAMIVIF;Saint-Lazare;75108;0;0;;;0;1001100120001
1724;;599096;2430862;1;1;1;1;48.8760677736, 2.32418809744;IDAMIVIF;Saint-Lazare;75108;0;0;;;0;1001100130001
2009;;598803;2432481;1;1;1;1;48.8906176051, 2.3201911209;IDAMIVIF;Brochant;75117;0;0;;;0;1001100130001
2402;;600052;2431525;1;1;1;1;48.8820270489, 2.33721379841;IDAMIVIF;Pigalle;75118;0;0;;;0;1001100120001
1638;;598403;2428673;1;1;1;1;48.8563930284, 2.31475436148;IDAMIVIF;Varenne;75107;0;0;;;0;1001100130001
1928;;598534;2427627;1;1;1;1;48.8469924601, 2.31654234144;IDAMIVIF;Duroc;75107;0;0;;;0;1001100130001
2482;;600738;2428401;1;1;1;1;48.8539502053, 2.34655673141;IDAMIVIF;Saint-Michel Notre-Dame;75105;1;1;;;4;1001110020001
2178;;582517;2411384;1;1;1;1;48.7007629772, 2.09910052373;IDAMIVIF;Courcelle-sur-Yvette;91272;1;1;;;4;1001110020001
2187;;599775;2426105;1;1;1;1;48.8333151451, 2.3334427605;IDAMIVIF;Denfert-Rochereau;75114;1;1;;;4;1001110020001
2239;;586460;2410739;1;1;1;1;48.6950606912, 2.15266413344;IDAMIVIF;La Hacquinière;91122;1;1;;;4;1001110020001
2195;;598210;2420179;1;1;1;1;48.780050897, 2.31216262263;IDAMIVIF;Bourg-la-Reine;92014;1;1;;;4;1001110020001
2108;;598884;2421648;1;1;1;1;48.7932557555, 2.32132499298;IDAMIVIF;Bagneux;94016;1;1;;;4;1001110020001
2290;;588847;2435833;1;1;1;1;48.9206455546, 2.18441175202;IDAMIVIF;H1lles Carrières-sur-Seine;78311;1;1;;;4;1001110010001
2545;;596959;2430651;1;1;1;1;48.8741647041, 2.2950725596;IDAMIVIF;Charles de Gaulle-Etoile;75117;1;1;;;4;1001110010001
2369;;590998;2433642;1;1;1;1;48.9009889733, 2.21379170886;IDAMIVIF;Nanterre-Université;92050;1;1;;;4;1001110010001
2304;;612999;2428356;1;1;1;1;48.8534156686, 2.51354258498;IDAMIVIF;Neuilly-Plaisance;93049;1;1;;;4;1001110010001
2225;;586727;2431887;1;1;1;1;48.8851420309, 2.15562586369;IDAMIVIF;Chatou-Croissy;78146;1;1;;;4;1001110010001
2499;;611169;2428366;1;1;1;1;48.8535398247, 2.48861963891;IDAMIVIF;Val de Fontenay;94033;1;1;;;4;1001110010001
2458;;587828;2432116;1;1;1;1;48.8872220198, 2.1706232016;IDAMIVIF;Rueil-Malmaison;92063;1;1;;;4;1001110010001
2490;;612576;2419191;1;1;1;1;48.7710514922, 2.50751126501;IDAMIVIF;Sucy Bonneuil;94071;1;1;;;4;1001110010001
2070;;610282;2437117;1;1;1;1;48.9322011293, 2.47675086789;IDAMIVIF;Blanc-Mesnil;93007;1;1;;;4;1001110010001
2340;;578342;2437256;1;1;1;1;48.9331642217, 2.04108350764;IDAMIVIF;Poissy;78498;1;1;;;4;1001110010001
1963;;602515;2430189;1;1;1;1;48.8700153145, 2.37076879569;IDAMIVIF;Goncourt (Hôpital Saint-L1s);75110;0;0;;;0;1001100110001
1686;;599655;2430891;1;1;1;1;48.8763289967, 2.33180456518;IDAMIVIF;Trinité-d'Estienne d'Orves;75109;0;0;;;0;1001100120001
1841;;600185;2430943;1;1;1;1;48.876796447, 2.33902598146;IDAMIVIF;Notre-Dame de Lorette;75109;0;0;;;0;1001100120001
1750;;596427;2425988;1;1;1;1;48.832253412, 2.28786413449;IDAMIVIF;Porte de Versailles;75115;0;0;;;0;1001100120001
2100;;601405;2429673;1;1;1;1;48.8653811353, 2.35564492787;IDAMIVIF;Arts-et-Métiers;75103;0;0;;;0;1001100110001
967989;;601949;2429880;1;1;1;1;48.8672401446, 2.36305644261;IDAMIVIF;République;75111;0;0;;;0;1001100110001
1723;;599280;2430790;1;1;1;1;48.875420937, 2.32669526874;IDAMIVIF;Saint-Lazare;75108;0;0;;;0;1001100120001
1869;;599127;2430164;1;1;1;1;48.8697946745, 2.32461200869;IDAMIVIF;Madeleine;75108;0;0;;;0;1001100120001
2037;;600139;2431789;1;1;1;1;48.8843996742, 2.33839938084;IDAMIVIF;Abbesses;75118;0;0;;;0;1001100120001
1792;;600052;2431525;1;1;1;1;48.8820270489, 2.33721379841;IDAMIVIF;Pigalle;75118;0;0;;;0;1001100120001
1968;;600756;2429274;1;1;1;1;48.8617962067, 2.34680332537;IDAMIVIF;Châtelet-Les Halles;75101;1;1;;;4;1001110020001
2223;;600756;2429274;1;1;1;1;48.8617962067, 2.34680332537;IDAMIVIF;Châtelet-Les Halles;75101;1;1;;;4;1001110020001
1912;;597621;2418187;1;1;1;1;48.7621447507, 2.30416361167;IDAMIVIF;La Croix-de-Berny;92002;0;1;;;4;1001110020001
1809;;594320;2413962;1;1;1;1;48.7241484853, 2.25934234562;IDAMIVIF;Massy-Palaiseau;91377;1;1;;;4;1001110020001
2077;;601473;2431393;1;1;1;1;48.8808391651, 2.35657701202;IDAMIVIF;Gare du Nord;75110;1;1;;;4;1001110010001
1650;;600027;2426836;1;1;1;1;48.8398851252, 2.33687343756;IDAMIVIF;Port Royal;75105;1;1;;;4;1001110020001
1705;;595923;2420178;1;1;1;1;48.7800312802, 2.28105937514;IDAMIVIF;Robinson;92071;1;1;;;4;1001110020001
1960;;600321;2424150;1;1;1;1;48.8157442651, 2.34087477169;IDAMIVIF;Gentilly;94037;1;1;;;4;1001110020001
1865;;590800;2411953;1;1;1;1;48.7060497522, 2.21156541289;IDAMIVIF;Lozère;91477;1;1;;;4;1001110020001
1660;;597140;2420317;1;1;1;1;48.7812872777, 2.29760964767;IDAMIVIF;Sceaux;92071;1;1;;;4;1001110020001
1916;;597169;2427831;1;1;1;1;48.8488212259, 2.29795296069;IDAMIVIF;La Motte-Picquet-Grenelle;75115;0;0;;;0;1001100100001
2269;;607732;2429333;1;1;1;1;48.8622809456, 2.44182767579;IDAMIVIF;Mairie de Montreuil;93048;0;0;;;0;1001100090001
2350;;600912;2427930;1;1;1;1;48.8497168994, 2.34892555516;IDAMIVIF;Maubert-Mutualité;75105;0;0;;;0;1001100100001
1817;;594552;2427406;1;1;1;1;48.8449844459, 2.2623200357;IDAMIVIF;Michel-Ange-Molitor;75116;0;0;;;0;1001100100001
1811;;600912;2427930;1;1;1;1;48.8497168994, 2.34892555516;IDAMIVIF;Maubert-Mutualité;75105;0;0;;;0;1001100100001
1666;;599237;2428066;1;1;1;1;48.8509392477, 2.32611465149;IDAMIVIF;Sèvres-Babylone;75107;0;0;;;0;1001100100001
2256;;595138;2427728;1;1;1;1;48.8478831758, 2.2702958893;IDAMIVIF;Eglise d'Auteuil;75116;0;0;;;0;1001100100001
2346;;594213;2427767;1;1;1;1;48.8482259396, 2.25769888233;IDAMIVIF;Porte d'Auteuil;75116;0;0;;;0;1001100100001
1867;;599900;2428278;1;1;1;1;48.8528450929, 2.33514371518;IDAMIVIF;Mabillon;75106;0;0;;;0;1001100100001
1690;;598879;2427817;1;1;1;1;48.8487008088, 2.32123987861;IDAMIVIF;Vaneau;75107;0;0;;;0;1001100100001
2523;;586864;2437714;1;1;1;1;48.9375121425, 2.15731104369;IDAMIVIF;Sartrouville;78586;1;1;;;4;1001110010001
1636;;623458;2426866;1;1;1;1;48.8397283819, 2.65590311181;IDAMIVIF;Torcy;77468;1;1;;;4;1001110010001
2237;;597621;2418187;1;1;1;1;48.7621447507, 2.30416361167;IDAMIVIF;La Croix-de-Berny;92002;0;1;;;4;1001110020001
2231;;597098;2416161;1;1;1;1;48.7439325227, 2.29706733128;IDAMIVIF;Fontaine-Michalon;92002;1;1;;;4;1001110020001
2320;;596401;2415655;1;1;1;1;48.7393808872, 2.28759904436;IDAMIVIF;Les Baconnets;92002;1;1;;;4;1001110020001
2381;;588627;2411017;1;1;1;1;48.6976016061, 2.18207974521;IDAMIVIF;Orsay-Ville;91471;1;1;;;4;1001110020001
